,source,mor,target
9852,PRKCD,1,PA2G4
9854,PAK1,1,ITGB3BP
9855,MAPK1,-1,PPP2R5C
9859,ZEB2,1,CTBP1
9860,CTBP1,1,ZEB2
9862,AKT1,1,PDE3B
9863,CSNK2A1,1,PDCL
9866,PRKCG,-1,GJA1
9869,CDK1,1,ORC1
9871,CDK5,1,PPP1R1B
9872,PRKD1,-1,RIN1
9873,NOG,-1,BMP4
9875,CDK2,1,ORC2
9881,MAPKAPK2,1,AATF
9882,INSR,1,PTPN6
9885,PRKAA1,1,ULK1
9892,CSNK1A1,1,BID
9893,SYK,1,IKZF1
9895,CSNK2B,-1,IKZF1
9897,MAPK1,-1,POLR2A
9902,CSNK2A1,1,TCOF1
9905,LCK,1,ADAM15
9906,HCK,1,ADAM15
9907,MTNR1B,1,GNAI1
9910,STK4,1,MOB1A
9915,MAPK1,1,PTTG1
9917,PPP3CC,1,NFATC2
9919,COL4A6,1,ITGA2_ITGB1
9920,AKT1,1,LONP1
9923,INSR,1,GAB1
9928,PPP3CA_PPP3R1,1,NFATC2
9934,EGFR,1,GAB1
9937,PROC,-1,F5
9938,CSNK2A1,1,MAZ
9940,NEK2,-1,PPP1CC
9943,SRC,1,GAB1
10084,GSK3B,-1,SFPQ
10086,FN1,1,ITGAV_ITGB6
10091,FST,-1,INHBA
10092,PTPRJ,-1,RET
10094,PTPN22,-1,LCK
10095,CDK1,-1,HMGA2
10098,USP9X,1,SMAD4
10099,HP,-1,HBB
10100,PIK3CG,1,TPM2
10107,PRKCA,1,VTN
10108,MAPK1,1,TPR
10111,GABARAP,1,TBC1D25
10113,MAPK3,-1,NR3C1
10116,SYK,1,BTK
10122,CDK1,1,SQSTM1
10124,MAPK3,1,GTF2I
10125,PRKG1,1,RGS2
10127,DAPK3,1,MYL12B
10129,PRKCA,1,GJB1
10131,SMARCB1,1,SMARCA4
10134,PLK1,1,PIN1
10137,MAPK9,-1,MFN2
10138,FYN,1,PGD
10143,LARP7,-1,HEXIM1
10145,IL17A,1,IL17RA_IL17RC
10147,CTDSP2,1,SMAD3
10148,TNFSF13,1,TNFRSF13B
10149,MAPK1,-1,EIF4EBP1
10152,FYN,1,FCGR2A
10153,MAPK3,1,SP1
10155,LPAR2,1,GNAI1
10156,CSNK1E,-1,EIF4EBP1
10157,GSK3B,-1,EIF4EBP1
10158,MAP3K12,1,MYL12B
10161,PRKCA,1,CD5
10298,AKT1S1_DEPTOR_MLST8_MTOR_RPTOR,-1,EIF4EBP1
10300,AURKB,1,ZWINT
10301,PRKCB,1,SDC2
10302,RPS6KA3,1,H3-3A
10305,AURKB,1,H3-3A
10308,PPP3CA,1,NFATC1
10309,CDH24,1,CTNNB1
10312,PRKCE,-1,GAD1
10313,CSNK2A1,-1,CALM1
10315,CSNK2A2,1,HDAC1
10320,CDK1,-1,CASP9
10322,PTPN2,-1,SHC1
10326,CSNK2A1,-1,CDC34
10327,PI4K2A,-1,CLSPN
10467,ILK,1,MYL12B
10469,GTF2F2,1,GTF2F1
10471,PRKD1,1,PKD2
10472,TRAF6,1,MAP3K14
10610,RIPK2,1,IRF5
10613,CDK1,-1,STIM1
10618,STK39,1,SLC12A1
10626,HOXD13,1,MEIS1
10627,MAPK1,1,RCAN1
10628,PRKACA,-1,MC4R
10633,ROCK1,1,MYL9
10771,CSNK2A1,1,PIAS1
10773,CDK5,1,TP53
10775,PKM,1,STAT3
10776,SSU72,1,POLR2A
10779,MET,1,PTK2
10785,PRKACA,1,CACNA1S
10786,SRC,1,BAIAP2L1
10791,ILK,1,NACA
10792,DCC,1,PTK2
10796,PTPN11,-1,PTK2
10801,MAPK14,1,ELAVL1
10942,HCK,1,RAPGEF1
10943,CSNK1D,-1,WWTR1
10946,FLT3,1,SHC1
10950,YAP1,-1,RUNX2
10951,EP300,1,RUNX2
10952,PTPRR,-1,MAPK14
10953,VEGFA,1,FLT1
10955,CSNK2A1,1,IGFBP3
10957,KAT6B,1,RUNX2
10961,PTPN12,-1,SHC1
10962,NBR1,1,MAP1LC3A
10963,OPRL1,1,GNA14
10964,CHUK,-1,FOXO3
10968,PRKCA,1,PRKG1
10970,MAPK1,1,SORBS3
11110,CXCL11,1,ACKR3
11111,SRC,1,IGF1R
11252,PRKCG,1,ARHGEF7
11254,LRRK2,1,ARHGEF7
11255,PPM1K,1,BCKDHA
11256,MAPK3,1,PPARA
11259,MST1,1,STK4
11261,CDK9,1,TP53
11272,AKT1,-1,SKI
11273,GSK3B,1,CRMP1
11281,CDK5,1,CRMP1
11283,RAP1GDS1,1,RAP1A
11284,WNT9B,1,LRP6
11285,ZNRF3,-1,LRP6
11286,CDK5,1,DPYSL3
11287,DYRK2,1,DPYSL3
11288,GSK3B,1,PPP1R2
11290,WIPF1,1,WASL
11296,BMP4,1,BMPR1A
11300,CDK5,1,NFAT5
11575,MTOR,-1,DEPTOR
11577,MAPK1,1,CTTN
11578,TLR2,1,TIRAP
11579,PRKACA,1,PDE4B
11583,PAK1,1,CTTN
11587,PRKD1,-1,CTTN
11589,CSNK2A1,-1,NR1H3
11590,YES1,-1,CDK4
11591,CLCF1,1,IL6ST
11594,CDK1,-1,NPM1
11596,DOCK1,1,RAC1
11598,PRKCA,-1,CYTH2
11599,TEK,1,SHC1
11601,CSNK2A2,1,IL16
11604,GRK3,-1,OPRM1
11606,CAMK2A,-1,OPRM1
11613,CSNK2A1,1,ACE
11887,MAPK3,1,GRB10
11890,NEK6,1,SGK1
11892,TGFA,1,NKD2
11896,CDK1,1,RPS6KB1
11901,STYX,-1,FBXW7
11906,MAP2K4,1,MAPK14
11907,LPAR1,1,GNA13
11910,GSK3B,-1,HNRNPD
11919,MAPK9,1,STAT3
11920,AKT1,1,BRCA1
11923,TNKS2,-1,AXIN2
11926,RPS6KA3,-1,HMGN1
11928,EGFR,1,HGS
11929,PRKACB,1,NGFR
11931,PPP2CA,-1,AKT1
11939,GSK3B,-1,ROR2
11940,PRKCA,-1,HES1
11943,STK11,1,PRKAA2
11946,IGF1R,1,PDPK1
11947,PRKCE,-1,GABRG2
12086,ABL1,1,RBM39
12090,ABL1,-1,PRKN
12091,FYN,-1,SCN5A
12092,CDK1,1,LMNA
12094,CDK5,-1,PMAIP1
12095,IL12A,1,IL12B
12096,CAMK2D,-1,SCN5A
12098,CSNK2A1,1,SEC63
12100,EFNB1,1,EPHB4
12101,BMP7,1,ACVR2A
12102,NUMB,-1,GLI1
12103,PIM1,1,FLT3
12105,MAPK3,1,IL16
12109,DYRK1A,-1,DNM1
12112,NEK6,1,RPS6KB1
12113,PRKAA1,-1,GLI1
12115,CLIP1,1,DCTN1
12116,SRPK1,-1,RBM8A
12120,PIN1,-1,IRF3
12121,MAPK3,1,CTTN
12122,APOB,1,LDLR
12123,GSK3B,-1,MNX1
12126,EFNA2,1,EPHA4
12129,PRKG1,1,SEPTIN3
12135,TCOF1,1,NBN
12137,AKT1S1_DEPTOR_MLST8_MTOR_RPTOR,1,RPS6KB1
12138,CLU,1,LRP2
12139,STK4,1,TNNI3
12140,MAPK1,1,LIPE
12141,HJURP,1,CENPA
12143,CALM1,1,NOS3
12144,SRC,1,KCNB1
12145,STK11,1,MELK
12146,MAPK1,1,NCOA6
12150,FSTL1,1,DIP2A
12151,CTDNEP1,1,LPIN1
12153,PTPRE,-1,KCNB1
12154,MAPK1,1,APBB1
12157,MAPK1,-1,DAZAP1
12435,EFNB3,1,EPHA4
12572,ATR,1,NBN
12574,BMP2,1,BMPR1A
12583,MAPK7,1,MEF2D
12585,CAMK2A,1,CEBPB
12590,PRKG1,-1,LASP1
12593,PRKACA,1,MYBPC3
12594,ITCH,-1,DTX1
12734,PRKACA,-1,PTPRR
12736,EMSY,1,ZMYND11
12738,PRKACA,1,NOS3
12740,ZHX1,-1,ZMYND11
12744,PRKCD,1,MYBPC3
12745,PLK3,1,CDC25C
12746,RPS6KA3,1,NFATC4
12748,PRKACG,1,NOS3
12749,STK3,1,MOB1B
12750,PICK1,1,ASIC1
12752,HDAC3,1,HDAC1
12891,PRKCZ,1,SP1
12894,UHMK1,1,SF1
13034,SRC,1,RPS6KA3
13036,RPS6KA3,1,ATF4
13040,PRKACA,-1,POLD3
13178,MAPK1,1,NCOA1
13179,PPP2CA,-1,MAPK3
13180,CSNK2A2,1,XRCC1
13181,SRC,1,ARAF
13187,PRKACA,-1,VIM
13188,MAPK14,1,EEA1
13189,CAPN2,1,CDK5R1
13326,MAPK3,1,CAPN2
13331,FYN,1,CD79B
13332,PIK3R3,1,PIK3CA
13333,PKN1,1,SNAI1
13335,PTPN1,-1,NTRK2
13336,PRKCA,1,PTPN11
13341,PPP2CA,1,RAF1
13342,PRKCA,-1,PEA15
13343,CTDSP1,1,SMAD3
13345,GRK2,-1,ADRA2A
13346,CDK1,1,MAPK6
13347,CSNK2B,1,EIF5
13348,CENPE,1,BUB1B
13351,GSK3B,-1,KLF5
13353,WNT7B,1,LRP5
13354,SRC,1,PRKD1
13355,CDC14A,-1,MAPK6
13357,PRKCD,1,PRKD1
13359,CDC14B,-1,KMT5A
13361,CDK1,-1,PLEC
13499,CDK7,1,CDK11B
13508,STK24,1,STK38
13510,CSNK2B,1,RNF7
13511,SHH,-1,CP
13513,CIB1,1,ITGA2B
13516,FYN,1,TGFB1I1
13517,PRKCA,1,RALBP1
13519,PDPK1,1,SGK3
13520,RPS6KB1,1,EIF4B
13521,AKT2,1,NOS3
13523,PPM1L,-1,MAP3K5
13525,AKT1,1,EIF4B
13527,GSK3A,-1,CAMKK2
13528,PRKACA,-1,PIN1
13529,AKT1,1,PFKFB3
13530,PLK1,1,KIZ
13531,PRKACA,1,TH
13532,MAPK1,1,PCBP2
13534,ST6GAL1,-1,CD22
13535,CSNK2A1,1,TERF1
13538,CAMK2A,1,ITGB1BP1
13539,CDK2,-1,SMAD3
13540,SIK1,-1,CRTC2
13541,PRKAA1,-1,CRTC2
13544,SIK2,-1,CRTC2
13545,TDGF1,1,ACVR1B
13546,CASP6,1,PSEN1
13548,PPP2CA,1,CHEK2
13549,PPP1CB,1,NOS3
13550,SIRT1,1,PPARGC1A
13690,PRKACA,1,PHKA1
13692,MAPK3,1,MED1
13695,AURKA,1,DLGAP5
13698,PRKACA,1,TFAM
13699,PRKCZ,-1,HABP4
13704,CCL25,1,CCR9
13705,MAPK8,-1,RCSD1
13706,PRKACA,-1,TENT2
13848,RET,1,MAPK14
13850,PLK1,-1,CENPQ
13851,ATM,1,TAOK1
13853,PTPN1,-1,PDGFRB
13855,MAPK3,1,ATF2
13856,CAMKK1,1,CAMK1D
13858,MAPKAPK5,1,MAPK4
13863,NLGN2,1,NRXN1
13868,STK11,1,MARK4
13870,JAK3,1,SIGLEC10
13872,STK11,-1,PTEN
13873,MTOR,1,NRBF2
13876,PTPRJ,1,EGFR
13880,NTRK2,-1,KCNA3
13881,PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,1,FOXO3
13884,PRKAA2,-1,CRTC2
13885,SRC,1,AKT1
13889,MAPK1,1,MED1
13891,ATM,1,PNKP
13892,GSK3B,1,CDH1
13893,CDK9,1,NCOA2
13894,RIT2,1,POU4F1
13896,PRKG1,-1,SF1
13899,PRKCD,-1,CHN2
13902,CSNK2A2,-1,SPIB
14039,TLK1,1,RAD9A
14054,CSNK2A1,1,TWIST1
14055,MAPK3,1,ALOX5
14056,MAPK11,1,TWIST1
14057,PCNA,-1,NCR2
14060,CDK2,-1,CCP110
14062,MAPK3,-1,NFATC1
14063,PRKACA,1,SOX9
14064,OXSR1,1,SLC12A3
14066,PDK1,-1,PDHA1
14067,CTNND1,1,CDH3
14071,MAPK1,-1,NUP50
14072,ABL1,1,MYLK
14077,PIM1,1,RPS19
14078,MAPK1,1,MKNK1
14081,SRC,1,VIL1
14082,MARK2,-1,ARHGEF2
14086,PRKDC,-1,PDX1
14088,PVR,1,CD226
14090,GSK3B,-1,UNG
14091,VRK1,1,H3C12
14092,AURKC,1,H3C12
14093,CHEK2,1,AATF
14095,PRKACA,-1,GP1BB
14096,GSK3A,1,NIFK
14097,MAPK3,1,NCOA1
14098,PRKCE,1,PRKD2
14099,ROCK1,1,FHOD1
14100,CSNK1D,1,PSEN2
14102,MAPK3,-1,POLR2A
14104,MAPK9,-1,TOB1
14106,CHUK,1,H3-3A
14114,WNT11,1,MUSK
14115,PRKAA2,-1,SREBF1
14258,PRKAA2,1,TSC2
14260,RPS6KA5,1,STAT3
14261,CSNK2A2,1,MYF5
14265,CAMK2B,1,STAT1
14266,BTK,1,STAT5A
14269,PREX2,1,RAC1
14271,S1PR2,1,GNAQ
14273,LCK,1,DEF6
14275,AKT2,-1,FOXO1
14276,GSK3B,1,BCL2L12
14277,ATM,1,PIDD1
14281,CSNK2A1,1,CBX5
14282,ABL1,1,ATR
14424,ABL1,-1,CDKN1B
14426,PRKCQ,1,RAPGEF2
14428,BMPR2,1,BMPR1A
14429,ATXN2L,-1,MPL
14430,FBXO11,-1,BCL6
14431,MAPK11,-1,EGFR
14433,PPP2CB,-1,IKBKB
14434,JAK2,1,RAF1
14440,CLK1,1,RBM17
14441,PRKG1,-1,HSPB1
14443,MARK2,-1,KIF13B
14445,PRKACA,1,AURKA
14446,IL17B,1,IL17RB
14448,KMT2D,1,ESR1
14451,NTNG2,1,LRRC4
14452,INSR,1,CBL
14455,PTPN12,-1,INSR
14457,CASP8,1,PSEN1
14458,CTDSPL,-1,SMAD1
14461,SRC,1,FLT4
14463,PHLPP2,-1,PRKCA
14465,MAPK1,-1,SMAD1
14610,PPM1D,-1,RPS6KA3
14612,CDK8,-1,SMAD1
14613,CDK9,-1,SMAD1
14614,PPP5C,-1,MAP3K5
14616,MAPK14,1,PPARGC1A
14620,BRIP1,1,BLM
14621,SMURF1,-1,SMAD1
14623,MAPK14,-1,BCL2
14624,PRKACA,-1,HRH1
14625,PRKG1,-1,HRH1
14626,PRKACA,-1,CASP9
14627,PRKCB,1,RAF1
14630,CAMK2A,-1,HRH1
14632,CSNK1A1,-1,GLI3
14633,GSK3B,1,NR1D1
14634,MAPK1,-1,GSK3B
14637,MAPK9,1,H2AX
14638,CDK5,-1,STXBP2
14639,CDK1,1,CDC27
14642,BTG1,1,HOXB9
14645,EGFR,1,SCAMP1
14648,AKT1,1,HMOX1
14650,PAK1,1,AURKA
14651,CARD9,1,BCL10
14654,RANBP9,-1,DYRK1B
14658,AKT1,-1,ZYX
14660,GRK5,-1,SNCB
14664,TNKS,-1,AXIN1
14666,PRKAA1,-1,CFTR
14667,CDK1,-1,EIF4EBP1
14668,PDPK1,1,PKN1
14670,PRKAA1,-1,CRY1
14671,JAK2,1,CCR2
14672,PRKCB,1,EIF4E
14673,UHMK1,1,CDKN1B
14676,MAP3K5,1,CDKN1A
14677,PRKD1,-1,SNAI1
14684,PRKG1,1,CFTR
14686,PIAS1,-1,SATB2
14687,LATS2,1,SNAI1
14690,GRK2,-1,MAPK14
14692,AURKA,1,NEDD9
14696,MAPK14,-1,PTPN7
14697,AKT1,-1,IRAK1
14699,CDK1,1,KIF11
14704,MAPK9,1,PSEN1
14706,PTPN3,-1,VCP
14707,PPP5C,-1,CDC37
14708,SRC,1,TNS3
14712,GPHN,1,ARHGEF9
14714,CSNK2A2,1,BID
14717,PYCARD,1,BAX
14718,GSK3A,-1,MCL1
14721,CSNK2A1,1,XRCC1
14722,SMO,1,KIF7
14723,PRKCD,1,SHC1
14725,PRKACA,1,AANAT
14727,EGFR,1,ERRFI1
14729,AKT3,-1,STK4
14733,STXBP1,1,STX1A
14734,CSNK2A1,1,STX1A
14735,PTPN1,-1,GHR
14736,CDK1,1,PTTG1
14738,MAPK10,-1,ATN1
14740,PRKCG,1,OCLN
14742,PRKACA,1,CBX3
14744,CHEK1,-1,E2F6
14745,PRKCA,1,OCLN
14748,PPP2CA,-1,PRKCB
14751,PRKCE,1,OCLN
14756,CDC14B,-1,MAPK6
14759,FAS,1,RIPK1
14760,RIPK1,1,FAS
14762,MAPK1,-1,RORA
14763,CDK1,1,UBA1
14766,PPP2CB,-1,PRKCB
14767,ABL1,1,AHSA1
14768,E4F1,1,TP53
14771,PRKACA,1,NOLC1
14775,SRC,1,RAPGEF1
14779,CDK7,1,RARG
14780,PPP2CA,-1,CHEK1
14782,CRK,1,MAP4K5
14785,CDK1,-1,SAMHD1
14786,PPP3CB,1,DNM1L
14788,CSNK1D,-1,HIF1A
14789,FGF4,1,FGFR4
14790,PPP2CB,1,TP53
14792,FGF2,1,FGFR4
14793,PRKG1,1,PPP1R17
14798,PRKCZ,-1,CASP9
14801,RIPK1,1,DAB2IP
14802,PLK3,-1,HIF1A
14803,NUAK1,-1,PPP1R12A
14804,RNF146,-1,TNKS
14805,YAP1,1,CTNNB1
14807,IL12A,1,IL12RB2
14808,NFIB,-1,NFIX
14812,CSNK2A1,1,IFI16
14814,RET,1,PDPK1
14957,INSR,-1,CALM1
14963,PRKCA,1,CDKN2D
14966,FBN1,-1,EFEMP2
14967,CSNK2A1,-1,SPTBN1
14968,STK10,1,MSN
14969,STK11,1,SIK1
14971,CBX3,1,H3-4
14975,FGFR1,1,PDK1
14976,LCK,1,ACP1
14978,PRKACA,1,CA9
14979,PLK1,1,ERCC6L
14980,SRC,1,CEACAM1
14981,PDK1,-1,ITGB3
14982,PRKCD,1,GRM5
14984,MAPK14,-1,F3
14987,PRKG1,1,TNNI3
15125,KDM5B,1,FOXG1
15126,KDM5B,1,PAX9
15129,FYN,1,ACP1
15135,MAPK1,1,PARVA
15138,NME1,-1,KSR1
15144,CSNK2A1,-1,CARD9
15145,EGFR,-1,LRRK1
15147,TLX1,-1,PPP2CA
15148,CSNK1E,1,BID
15149,RIPK3,1,MLKL
15150,ROCK2,1,MYL9
15151,MAPK1,-1,SCNN1B
15156,NODAL,1,ACVR1C
15159,PLK1,1,MAP9
15160,CSNK2A1,1,VTN
15163,MAPK1,1,MAFA
15166,GSK3B,-1,SREBF1
15168,MAPK14,1,NR3C1
15170,EIF2AK4,-1,MARS1
15171,MAPK3,1,MAZ
15172,SIK3,-1,CRTC2
15173,HMGB2,1,POU2F2
15174,MYLK,1,MYL9
15175,STK11,1,BRSK1
15176,SET,-1,PPP2CA
15179,CDC42BPA,1,MYL9
15321,EIF2B4,1,EIF2S1
15322,DEPTOR_EEF1A1_MLST8_MTOR_PRR5_RICTOR,1,AKT1
15323,ATR,1,ATRIP
15324,CSNK2A1,1,CD5
15326,PRKCA,-1,HABP4
15327,PRKCA,1,NRGN
15328,CSNK2A1,1,ANP32B
15329,CREBBP,1,MYOD1
15330,PRKCD,-1,HABP4
15331,CDK1,-1,IREB2
15333,BRD4,1,POLR2A
15334,DYRK2,-1,KATNA1
15336,SOCS1,-1,JAK3
15337,CDK5,1,ERBB3
15339,CAMK2D,1,HDAC4
15340,CAMK4,-1,HDAC4
15343,MAPK3,1,MAGEA11
15344,GSK3B,-1,NACA
15347,PRKD1,-1,BAD
15348,TTN,1,OBSCN
15349,PASK,-1,GYS1
15354,AKT1,-1,DAB2IP
15355,AKT2,-1,KHSRP
15360,ROCK2,-1,PPP1R12A
15366,PTPRJ,-1,INSR
15367,CENPK,1,SOX6
15370,AURKB,-1,HDAC4
15372,AKT1,-1,KHSRP
15376,PRKCG,1,ANXA1
15378,ATM,1,KHSRP
15379,CSNK2A1,-1,HSPH1
15381,KNL1,1,BUB1B
15383,TEC,1,BMX
15384,RLF,1,RIT1
15385,PEX14,1,PEX13
15388,MAPK13,-1,RCSD1
15391,PDK4,-1,PDHA1
15392,MAPKAPK2,-1,RCSD1
15395,PLK2,1,CENPJ
15398,MAPKAPK3,-1,RCSD1
15399,PLK4,1,CENPJ
15403,PRKCZ,1,IKBKB
15405,GDF2,1,ACVRL1
15406,TNFSF15,1,TNFRSF6B
15409,PRKDC,-1,POU2F1
15410,PRKCA,-1,GFAP
15411,FYN,1,TOM1L1
15412,PRKACA,-1,GFAP
15414,SGK1,-1,HTT
15415,LHX3,1,ISL2
15419,MRE11,1,NBN
15421,MAPKAPK2,1,KRT20
15422,RABEP1,1,RABGEF1
15424,FGFR1,1,BCAR1
15427,PTPN18,-1,ERBB2
15435,PPP3CB,1,KSR2
15436,LCK,1,SIGLEC10
15437,ROCK1,-1,GFAP
15441,RPS6KA1,1,L1CAM
15442,MAPK1,-1,TSC2
15443,PDP1,1,PDHA1
15444,NEDD4L,-1,SCNN1A
15445,MAPK1,1,CDKN1B
15449,MAPK1,1,NR4A2
15450,CSNK2A1,-1,EIF4EBP1
15451,AKT2,-1,STXBP4
15452,CDK2,1,CEBPB
15589,SRC,1,ANXA1
15590,CSNK2A2,1,UBE2R2
15592,PTPN12,-1,BCAR1
15593,PTK6,1,BCAR1
15596,NTF4,1,NTRK1
15597,WNT3A,1,FZD3
15605,GZMB,1,IGF2R
15609,CDK11A,1,CDK11B
15610,PRKCZ,-1,MARK2
15611,PPFIA1,1,PTPRF
15613,KIT,1,PIK3CA_PIK3R1
15620,PRKCA,1,PLEK
15622,CAMK2A,-1,GFAP
15624,PHLPP1,-1,AKT3
15628,CASP6,1,PSEN2
15631,PTPN6,-1,KDR
15632,PRKACA,1,GJA5
15633,TCF3,1,MYOD1
15634,MARK2,1,RAB11FIP2
15635,STK4,1,MOB1B
15638,VEGFC,1,NRP2
15644,MAP4K3,1,PRKCQ
15645,CSNK2A1,1,NPHP1
15646,HERC5,1,NME2
15647,GSK3B,1,DPYSL5
15649,PRKCG,1,APTX
15651,CSNK2A1,1,DEK
15661,SPDYA,1,CDK2
15662,CSNK2A2,-1,PTEN
15665,RHOA,1,PFN1
15669,SIK2,-1,CEP250
15670,SRC,1,ATG9A
15671,CSNK2A1,-1,PTEN
15672,PRKCD,1,PLSCR3
15673,PLK1,1,SUGT1
15674,F11,1,HGF
15675,MAPK14,-1,EIF4EBP1
15676,BCL9,1,PYGO1
15677,GSK3B,-1,MACF1
15678,CSNK2A2,1,PTPRC
15683,AKT1,-1,SH3RF1
15687,IL11,1,IL6ST
15688,RAB9A,1,RABEPK
15689,KLKB1,1,HGF
15690,BCOR,1,HDAC1
15691,RAC1,1,MAPK9
15694,PAK6,1,PACSIN1
15695,MAP2K2,-1,CASP9
15699,CDK2,1,CHEK1
15703,MSTN,1,ACVR2B
15704,FAM8A1,1,SYVN1
15705,PLK3,-1,PTEN
15706,CSNK2A1,1,MYH9
15708,CDK5,-1,TPPP
15711,FER,1,AR
15713,PRKAA2,-1,ACACB
15714,SPOP,-1,NCOA3
15715,PFKFB4,1,NCOA3
15718,SRC,1,NOXA1
15719,PRKACA,-1,NOXA1
15720,MAPK3,-1,NOXA1
15722,MAPK1,-1,NOXA1
15724,NOXO1,1,NOXA1
15725,ITGB4,1,PIK3CG
15727,UCHL1,1,UBC
15728,PRKACA,-1,HDAC8
15737,SRC,1,CTNND1
15738,MARCHF1,-1,HLA-DRA
15739,CHUK,1,TAX1BP1
15741,PTPN12,-1,PTK2B
15745,TBK1,1,STING1
15749,TLR4,1,TICAM1
15752,PRKCA,1,F11R
15754,MST1,1,H2BC3
15758,HAP1,1,NEUROD1
15759,CSNK2A1,1,PKD2
15760,LRRK2,1,AKT1
15761,TLR2,1,TICAM1
15766,PRKAA1,1,MFF
15767,EGFR,-1,CCDC50
15768,SRC,-1,EMD
15772,MAP3K7,-1,KSR1
15911,CSNK1D,1,TP53
15913,AKT2,-1,MAP3K5
16050,PRKACA,1,TPH2
16054,CDK2,1,PELP1
16056,PDPK2P,1,SGK1
16057,CSNK2A1,1,HCLS1
16060,CDK1,-1,SIRT2
16061,STRN,1,PPP2CA
16062,PPP2R1B,1,PPP2CA
16064,PRKCA,1,ANXA1
16207,MAPK1,1,ABI1
16208,CDK1,-1,SUN1
16210,GSK3B,-1,MYOCD
16212,CDK2,-1,TP63
16218,SPART,1,ITCH
16219,ITCH,1,SPART
16222,MAPK3,1,RPTOR
16224,PRKDC,1,GOLPH3
16230,MCF2L,1,CDC42
16231,AKT1,1,BMI1
16234,ATR,1,CCAR2
16237,FGD1,1,CDC42
16238,PTPRB,1,MAPK3
16239,ROCK1,1,ARHGAP24
16376,NCS1,-1,GRK2
16377,ARHGAP1,-1,CDC42
16379,HSP90AA1,1,PPP5C
16519,PTPN2,-1,MET
16522,GRK2,-1,OPRD1
16539,PRKCD,-1,GSK3A
16542,MDC1,1,NBN
16548,CSNK1D,-1,MAPT
16550,PPP3CB,-1,FLNA
16551,TNKS2,-1,AXIN1
16552,PPP3CC,-1,FLNA
16689,TCL1B,1,AKT2
16690,NXPH1,1,NRXN1
16693,AKT2,-1,FOXO4
16698,AURKB,-1,TP53
16699,PTPN1,-1,MET
16700,GSK3B,-1,CDKN1A
16701,CAMK2A,-1,ETS1
16841,PBK,1,PRDX1
16842,AKT1,1,VCP
16844,PRKCE,1,TRPV1
16845,CAMK2A,1,CYLD
16846,PRKCH,1,ANXA1
16848,FBXO5,-1,ANAPC7
16854,TESK2,-1,DSTN
16856,GRK2,-1,FPR1
16858,AURKB,-1,KNL1
16860,PRKCA,1,DGKZ
16864,FHIT,-1,CTNNB1
16866,PTPRB,-1,MET
16868,MAP3K7,1,RAB8A
16869,VCPIP1,1,VCP
16870,RPAP2,1,POLR2A
16876,MAPK1,-1,TNFRSF1A
16877,CDK1,-1,CEP55
16878,PRKCG,-1,HABP4
17016,LRRK2,-1,RAB10
17017,GSK3A,-1,GATA6
17018,CDK5,1,STAT3
17023,TTN,1,TCAP
17024,CDK1,1,MPLKIP
17027,ITK,1,SIGLEC10
17029,PRKCD,-1,CXCR4
17030,CDK1,1,RAD9A
17031,CTDSP1,1,POLR2A
17032,PRKACA,-1,SLC2A2
17035,EFEMP2,1,ELN
17038,RPS6KA1,1,ETV1
17042,MAPK1,1,GRB10
17049,PTK2B,1,TGFB1I1
17054,AHSP,1,HBA1
17055,LHX3,1,ISL1
17061,DYRK1B,-1,CCND1
17062,PRKACA,1,NCOA3
17203,FGFR4,1,STAT1
17342,LMNA,1,SUN2
17343,MMP12,-1,F12
17344,RIPK1,1,TAB2
17485,APBA1,1,STXBP1
17487,PPP2CB,1,HDAC7
17489,PPP2CA,1,HDAC7
17490,PRKACA,-1,GYS1
17631,AKAP13,1,RHOA
17635,MAPK9,-1,NFATC2
17637,PPP2CA,-1,AKT2
17638,CAMK2B,-1,CTNNB1
17640,FERMT2,1,FBLIM1
17641,REN,1,ATP6AP2
17642,CSNK2A1,1,HDAC1
17643,CDK1,1,CDC23
17644,GSK3B,-1,AKAP11
17646,SRC,-1,CDKN1B
17656,AURKB,1,CKAP2
17659,CSNK2A2,1,PPP1R2
17668,COL4A1,1,ITGA2_ITGB1
17669,CSNK2A2,1,GTF2A1L
17670,MSX2,-1,DLX5
17671,DLX5,-1,MSX2
17673,ZFPM2,-1,GATA4
17674,JARID2,-1,GATA4
17680,PTPN1,1,STAM2
17682,SLIT2,1,ROBO4
17683,ARHGEF1,1,RHOA
17684,CFHR1,-1,CFH
17686,AKT1,-1,PTPN1
17687,OSM,1,LIFR
17690,CTSG,1,AGT
17692,PRKAA2,-1,VASP
17693,PRKCB,-1,ORAI1
17694,MAPKAPK2,1,PIAS1
17695,MAPK9,1,JUN
17696,DMPK,1,SRF
17700,ATM,1,HNF1A
17701,LCK,1,CD5
17703,ACE2,1,AGT
17704,SRC,-1,HNF4A
17705,APH1B,1,NCSTN
17706,ARHGEF3,1,RHOA
17708,ARHGEF12,1,RHOA
17846,PRKCA,1,NCF1
17848,CLK4,-1,ABL1
17849,BAIAP2,1,WASF1
17850,CSNK2A1,-1,FKBP4
17851,PRKCE,-1,KIR3DL1
17857,ROCK1,1,RND3
17859,GSK3B,1,BAX
17863,PRKCA,1,GPM6A
17866,LCK,1,PRKCD
17867,PPP2CA,-1,PRKCD
